Title,Link Lyrics,Name,Text Lyrics,Length,Main Language,English Translation Lyrics
Once Radio,https://www.metrolyrics.com/once-radio-lyrics-akon.html,akon,Are u ready party people are u ready ayyy I never felt so alive like I do tonight Said I never felt so alive like I do to night look at her look at her a couple more drinks then shes ready then she all mine Look at her look at her a couple more drinks then shes ready then she all mine this could be the only time I stand out the boarder line im ready to take my chances What I do is not a crime this would have other time im ready to take my chances hey hey hey ayyyy hey hey hey ayyyyy hey ayyyyy ayyyyy oooh I never felt so alive like I do tonight said I never felt so alive like I do to night look at her look at her a couple more drinks then shes ready then she all mine look at her look at her a couple more. Drinks then shes ready then she all mine party ppl are u ready ayyy party ppl are u ready ayyy this could be the only time I stand out the boarder line im ready to take my chances What I do is not a crime this would have other time im ready to take my chances hey hey hey ayyyyy hey hey hey ayyyyy hey ayyyyyy ayyyyy ooooh I never felt so alive like I do tonight said I never felt so alive like I do to night feels like once in a life time,1154,en,
One More Time,https://www.metrolyrics.com/one-more-time-lyrics-akon.html,akon,"One more time, one more time Live it one more time, one more time. What if you never see tomorrow again And it's the last party that you attend Let's live it up like it's 3010 What if this was the end. So invite all your family and friends Cause they should be here celebrating Let's make the best of this time that we spend Cause if this is the end, I want you to Live like you don't plan to wake up Live like you don't plan to wake up Live like you don't plan to wake up Live like you don't plan to wake up Live like you don't plan to wake up Live like you don't plan to wake up Live like you don't plan to wake up Live like you don't plan to wake up. We party people put your hands high I know you're drunk and I know you're high Don't lecture me, I won't lecture you Only got one life, you know what to do So leave your sorrow and your pain Leave your fortune and your fame You can leave it all behind 'cause you'll never see it again And when you're thinking back to this day I want to you to be able to say That you would gladly do it again, gladly do it again! What if you never see tomorrow again And this is the last party that you attend Let's live it up like it's 3010 What if this was the end. So invite all your family and friends Cause they should be here celebrating Let's make the best of this time that we spend Cause if this is the end, I want you to Live like you don't plan to wake up Live like you don't plan to wake up Live like you don't plan to wake up Live like you don't plan to wake up Live like you don't plan to wake up Live like you don't plan to wake up Live like you don't plan to wake up Live like you don't plan to wake up. Live it one more time, one more time! Live it one more time, one more time! You've got a problem, this ain't the place (hey) You wanna solve it, then we'll reserve a space (hey) You rock with me, I'll rock with you (hey) Only got one life you know what to do (hey) So leave your sorrow and your pain Leave your fortune and your fame You can leave it all behind 'cause you'll never see it again And when you're thinking back to this day I want to you to be able to say That you would gladly do it again, gladly do it again! What if you never see tomorrow again And this is the last party that you attend Just live it up like it's 3010 What if this was the end. So invite all your family and friends Cause they should be here celebrating Let's make the best of this time that we spend Cause if this is the end, I want you to Live like you don't plan to wake up Live like you don't plan to wake up Live like you don't plan to wake up Live like you don't plan to wake up Live like you don't plan to wake up Live like you don't plan to wake up Live like you don't plan to wake up Live like you don't plan to wake up. Live it one more time, one more time! Live it one more time! one more time!",2845,en,
Over The Edge,https://www.metrolyrics.com/over-the-edge-lyrics-akon.html,akon,"I'm here at the crossroad Where my life is heading? Man, I don't know Should I stay or should I go? 'Cause anything's better than what I've been through. What I would give to get a sign from up above? Letting me know that everything would be okay I wish someone would pull me off from out of the mud Will anyone out there say to me. I'm here, for you Don't worry 'cause I got you Don't trip, don't stress My life seems to be heading. Over the edge Feels like I'm heading over the edge Feels like I'm heading over the edge Feels like I'm heading over the edge The edge, the edge. Now everyday that goes by I see things that'll make another man cry I'm sitting wondering why I can't find that someone to fit in my life. See I was searching, but am I worth it? And did she ever think I'm good enough for her? Despite my suffering I felt the loving And she was there when I needed her the most. And that's the sign that I received from up above Letting me know that everything would be okay And she was that someone that pulled me out of the mud And also was the one that said to me. I'm here, for you Don't worry 'cause I got you Don't trip, don't stress My life seems to be heading. Over the edge Feels like I'm heading over the edge Feels like I'm heading over the edge Feels like I'm heading over the edge The edge, the edge. I'm here, for you Don't worry 'cause I got you Don't trip, don't stress My life seems to be heading. Over the edge Feels like I'm heading over the edge Feels like I'm heading over the edge Feels like I'm heading over the edge The edge, the edge. I'm here, for you Don't worry 'cause I got you Don't trip, don't stress My life seems to be heading. Over the edge Feels like I'm heading over the edge Feels like I'm heading over the edge Feels like I'm heading over the edge The edge, the edge",1816,en,
Party Animal,https://www.metrolyrics.com/party-animal-lyrics-akon.html,akon,"If you sexy and you know it clap your hands If you sexy and you know it clap your hands If you sexy and you know it take your wait and break to show it Get on the dancefloor and dance. Tonight is the night Where everything changes like the weather Cause I plan a fly, so high Like them dollar bills when they makin it rain And I lie, get by Seein ma ladies in the club they showing how Feeling so right Fellas are all on me Cause it's your night and I'm glad that you're came. I can see that you're A party animal A party animal A party animal like me I can see that you're A party animal A party animal A party animal like me. So enjoy your night out Just enjoy your night out Only enjoy your night out Go enjoy your night out. Now break it down. If you sexy and you know it clap your hands If you sexy and you know it clap your hands If you sexy and you know it take your wait and break to show it Get on the dancefloor and dance. Cause tonight will be the night Are your brothers will travel to the other side Free your mind and all of your pain and struggle We gon party one more time like its 1999. A party animal A party animal A party animal like me I can see that you're A party animal A party animal A party animal like me. So enjoy your night out Just enjoy your night out Only enjoy your night out Go enjoy your night out. Now break it down. If you sexy and you know it clap your hands If you sexy and you know it clap your hands If you sexy and you know it clap your hands Get on the dancefloor and dance. I can see that you're A party animal A party animal A party animal like me I can see that you're A party animal A party animal A party animal like me. I can see that you're A party animal A party animal A party animal like me I can see that you're A party animal A party animal A party animal like me. So enjoy your night out Just enjoy your night out Only enjoy your night out Go enjoy your night out. Now break it down",1938,en,
Pot of Gold,https://www.metrolyrics.com/pot-of-gold-lyrics-akon.html,akon,"Ohhh yeah, dada, dodo, dada, dodo, dada, dodo, Akon. Life come and go So let the history be too We're all out here Hustlin' to make our way And while you're stumblin' and fallin' (stumblin' and fallin') Why don't you pick yourself up now (pick yourself up now) You see we all out here Working day by day. So tell me How can we work it out On that day when its time to share the god at the end of the rainbow How can we work it out When good and evil be The day you kiss this fate Cause it will soon come. You soon lose track of which way is up when your always being put down (being put down) You gotta be strong and do what you feel in your heart Regardless of who's around (regardless of who's around) I know it might seem bold But thats all we have (all we have) Many centuries and we're steady gettin old But you know to what we never had. Sooo How can we work it out On that day when its time to share the god at the end of the rainbow (how can we) How can we work it out (how can we) When good and evil be The day you kiss this fate Cause it will soon come. How can we work it out On that day when its time to share the god at the end of the rainbow (share the gold) How can we work it out When good and evil be The day you kiss this fate Cause it will soon come. How can we work it out (dada) Dodo (how can we work it out) How can we work it out (dada) Dodo ohhhh (dada) How can we work it out (dodo) Da da How can we work it out (dodo) (everybody sing along with me). How can we work it out On that day when its time to share the god at the end of the rainbow (that pot of gold) How can we work it out When good and evil be The day you kiss this fate Cause it will soon come (yeah) How can we work it out On that day when its time to share the god at the end of the rainbow (that pot of gold) How can we work it out When good and evil be The day you kiss this fate Cause it will soon come (soon come) How can we work it out (work it out, work it out, work it out...)",1974,en,
Put It On Me,https://www.metrolyrics.com/put-it-on-me-lyrics-akon.html,akon,"Ok, yea Akon, Young Swift. Girl, do your dance, let's play ring around the Rosay Money in the air and my pockets full of mo cheese Asses, asses, drop 'em to the floor please Pick it up, bring it back, put that pussy on me. Put it on me, baby put it on me Put it on me, put that pussy on me Put it on me, baby put it on me Put it on me, put that pussy on me. Diggin' artifact, a shovel to a pot of gold Bounce 'er like it's track, love the way she drop it low Show her how to act, directin' how this movie goes Bring that back, now welcome to the Kezza Show She got a lot of niggas on the lot Spendin' lot of money, tryna get between her thighs Yea, and they say she want the dollar Have to crawl in like a dog with your own collar. Girl, do your dance, let's play ring around the Rosay Money in the air and my pockets full of mo cheese Asses, asses, drop 'em to the floor please Pick it up, bring it back, put that pussy on me. Put it on me, baby put it on me Put it on me, put that pussy on me Put it on me, baby put it on me Put it on me, put that pussy on me. Got on that gold Rollie, curtsey of the homie And it's flooded in ice, baby come and put it on me This here just something light, every night 20 on me I'm talking one night only, not like my one and only Bad bitch, dumpee Wanna fuck now cause they signed me It ain't hard to come find me Just get in mind never mind me Got a couple niggas, that's flossy Couple niggas, that's grind me Know a few hoes who queue holes That pop bottles, Malis Standin' on the couch, baby up the shit We the flyest niggas in here, who you fuckin' with? Put a U comb where you bring your girl, machete dick Now put that pussy on me like I'm wearin' it. Girl, do your dance, let's play ring around the Rosay Money in the air and my pockets full of mo cheese Asses, asses, drop 'em to the floor please Pick it up, bring it back, put that pussy on me. Put it on me, baby put it on me Put it on me, put that pussy on me Put it on me, baby put it on me Put it on me, put that pussy on me. She got ass so I told 'er move it slowly She said she bought it so I told that bitch to show me Bust that pussy open, she said daddy daddy okay Put that pussy on me like daddy have it your way Down skin I know she got that web with Come here, through the skin, you know a nigga like that As I bleed it up, I told 'er don't you fight back Fuck around and threw it back Told me how you like that?. Girl, do your dance, let's play ring around the Rosay Money in the air and my pockets full of mo cheese Asses, asses, drop 'em to the floor please Pick it up, bring it back, put that pussy on me. Put it on me, baby put it on me Put it on me, put that pussy on me Put it on me, baby put it on me Put it on me, put that pussy on me",2751,en,
Rely On,https://www.metrolyrics.com/rely-on-lyrics-akon.html,akon,if your eyes could speak they would tell me what you see when you're looking at me and if your hands can talk they would tell me what you feel when you're touching on me and if your feet could see they would show me how far you've come just to kick it with me. and these are tall tale signs that shows that you are mine it's how your body translates to me. i wanna be the one that you can rely on i wanna be the one that you can rely on and give you everything give you everything you need to set you free and give you everything give you everything you need to set you free. cause if you didn't want me you would tell me face to face that you're just not my type and if you didn't love me you would tell me to pack my bags and get out of your life but instead she told me not to worry i'm the one man worth her sacrifice. and these are tall tale signs that shows that you are mine it's how your body translates to me. i wanna be the one that you can rely on (can rely on me girl) i wanna be the one that you can rely on (you can rely on me girl) and give you everything (everything) give you everything (everything) you need to set you free (oh yes i'll set you free) and give you everything give you everything (everything) you need to set you free. cause i wanna be there when you're lonely and stressed wanna be there when your car goes past wanna be there just to show you i care for you you know i care for you said i wanna be there when you're lonely stressed wanna be there when your car goes past wanna be there just to show you i care for you. i wanna be the one that you can rely on (rely on me girl) i wanna be the one that you can rely on (you can rely on me babe) and give you everything (everything) give you everything (everything) you need to set you free (cause i will set you free) and give you everything give you everything (everything) you need to set you free,1882,en,
Ricochet,https://www.metrolyrics.com/ricochet-lyrics-akon.html,akon,"[Intro] Hit that wall and keep on moving Hit that wall and keep on moving Keep on moving Keep on moving. [Hook] Been here before Pushed back, back and forth That doesn't matter This won't stop me Nothing can drop me It's still a struggle Ricochet, ricochet, hit that wall and keep on moving No obstacles stand in my way, hit that wall and keep on moving Ricochet, ricochet, hit that wall and keep on moving No obstacles stand in my way, hit that wall and keep on moving. [Verse 1] Wherever I may go, whatever I might be I may not stand alone but I am standing tall, ten toes two feet I've never been a pushover, never asked for a handover Worked nine five, broke day and night, if you only knew what I hurdled over. [Hook] Been there before Pushed back, back and forth That doesn't matter This won't stop me Nothing can drop me It's still a struggle Ricochet, ricochet, hit that wall and keep on moving No obstacles stand in my way, hit that wall and keep on moving Ricochet, ricochet, hit that wall and keep on moving No obstacles stand in my way, hit that wall and keep on moving. [Verse 2] Ready to take blows, suited ... ... my hands are bruised but I am still gonna stay true Motivated by ... and the names I salute Unbreakable I made it through and there's so much more to do. [Hook] Been here before Pushed back, back and forth That doesn't matter This won't stop me Nothing can drop me It's still a struggle Ricochet, ricochet, hit that wall and keep on moving No obstacles stand in my way, hit that wall and keep on moving Ricochet, ricochet, hit that wall and keep on moving No obstacles stand in my way, hit that wall and keep on moving",1647,en,
Right Now,https://www.metrolyrics.com/right-now-lyrics-akon.html,akon,"It's been so long That I haven't seen your face I'm tryna be strong But the strength I have is washing away. It wont be long Before I get you by my side And just hold you, tease you, squeeze you Tell you what's been on my mind. I wanna make up right now, na na I wanna make up right now, na na Wish we never broke up right now, na na We need to link up right now, na na. I wanna make up right now, na na I wanna make up right now, na na Wish we never broke up right now, na na We need to link up right now, na na. Girl I know mistakes were made between us two And we show our eyes that night Even said somethings weren't true Why'd you go and haven't seen my girl since then Why can't it be the way it was? Cos you were my homie, lover and friend. I wanna make up right now, na na I wanna make up right now, na na Wish we never broke up right now, na na We need to link up right now, na na. I wanna make up right now, na na I wanna make up right now, na na Wish we never broke up right now, na na We need to link up right now, na na. I can't lie I miss you much Watching everyday that goes by I miss you much Until I get you back I'm gonna try Yes I miss you much You are the apple of my eye Girl I miss you much. I miss you much I can't lie I miss you much Watching everyday that goes by I miss you much Until I get you back I'm gonna try Yes I miss you much You are the apple of my eye Girl I miss you much I miss you much. I wanna make up right now, na na I wanna make up right now, na na Wish we never broke up right now, na na We need to link up right now, na na. I wanna make up right now, na na I wanna make up right now, na na Wish we never broke up right now, na na We need to link up right now, na na. I want you to fly with me Want you to fly I miss how you lie with me Miss how you lie Just wish you could dine with me Wish you could dine One that would grind with me One that would grind with me. I want you to fly with me Want you to fly I miss how you lie with me Miss how you lie Just wish you could dine with me Wish you could dine One that would grind with me One that would grind I wanna make up right now, na na I wanna make up right now, na na Wish we never broke up right now, na na We need to link up right now, na na I wanna make up right now, na na I wanna make up right now, na na Wish we never broke up right now, na na We need to link up right now, na na",2382,en,
Right Now (Na Na Na),https://www.metrolyrics.com/right-now-na-na-na-lyrics-akon.html,akon,"It's been so long (long, long) That I haven't seen your face I'm tryna be strong (strong) But the strength I have is washing away (way) It won't be long (long) Before I get you by my side And just hold you, tease you, squeeze you Tell you what's been on my mind. I wanna make up right now (na na) I wanna make up right now (na na) iWish we never broke up right now (na na) We need to link up right now (na na) I wanna make up right now (na na) I wanna make up right now (na na) Wish we never broke up right now (na na). We need to link up right now (na na). Girl, I know (know, know) Mistakes were made between us two And we show (show) Our eyes that night even said some things weren't true. Why'd you go? (go) I haven't seen my girl since then (then). Why can't it be that way it was? 'Cause you were my homie, lover, and friend. I wanna make up right now (na na) I wanna make up right now (na na) Wish we never broke up right now (na na) We need to link up right now (na na) I wanna make up right now (na na). I wanna make up right now (na na) Wish we never broke up right now (na na) We need to link up right now (na na). I can't lie (I miss you much) Watching everyday that goes by (I miss you much) 'Til I get you back I'm gonna try (yes, I miss you much) 'Cause you are the apple of my eye (girl, I miss you much, I miss you much). I can't lie (I miss you much) Watching everyday that goes by (I miss you much) 'Til I get you back I'm gonna try (yes, I miss you much) 'Cause you are the apple of my eye (girl, I miss you much, I miss you much). I wanna make up right now (na na) I wanna make up right now (na na) Wish we never broke up right now (na na). We need to link up right now (na na) I wanna make up right now (na na) I wanna make up right now (na na) Wish we never broke up right now (na na) We need to link up right now (na na). I want you to fly with me (want you to fly) I miss how you lie with me (miss how you lie) Just wish you could dine with me (wish you could dine with me) The one that'll grind with me (said, one that'll grind with me) I want you to fly with me (want you to fly) I miss how you lie with me (oh, miss how you lie) Just wish you could dine with me (wish you could dine) The one that'll grind with me (oh, one that'll grind) Yeah! I wanna make up right now (na na) I wanna make up right now (na na) (make up) (oh) Wish we never broke up right now (na na) We need to link up right now (na na) (link up, baby) I wanna make up right now (na na) I wanna make up right now (na na) I wish we never broke up right now (na na) We need to link up right now (na na) (make up)",2606,en,
Right Now (na Na Na) Official Remix,https://www.metrolyrics.com/right-now-na-na-na-official-remix-lyrics-akon.html,akon,"It's been so long (long, long) That I haven't seen your face I'm tryna be strong (strong) But the strength I have is washing away (way) It won't be long (long) Before I get you by my side And just hold you, tease you, squeeze you Tell you what's been on my mind. I wanna make up right now (na na) I wanna make up right now (na na) iWish we never broke up right now (na na) We need to link up right now (na na) I wanna make up right now (na na) I wanna make up right now (na na) Wish we never broke up right now (na na). We need to link up right now (na na). Girl, I know (know, know) Mistakes were made between us two And we show (show) Our eyes that night even said some things weren't true. Why'd you go? (go) I haven't seen my girl since then (then). Why can't it be that way it was? 'Cause you were my homie, lover, and friend. I wanna make up right now (na na) I wanna make up right now (na na) Wish we never broke up right now (na na) We need to link up right now (na na) I wanna make up right now (na na). I wanna make up right now (na na) Wish we never broke up right now (na na) We need to link up right now (na na). I can't lie (I miss you much) Watching everyday that goes by (I miss you much) 'Til I get you back I'm gonna try (yes, I miss you much) 'Cause you are the apple of my eye (girl, I miss you much, I miss you much). I can't lie (I miss you much) Watching everyday that goes by (I miss you much) 'Til I get you back I'm gonna try (yes, I miss you much) 'Cause you are the apple of my eye (girl, I miss you much, I miss you much). I wanna make up right now (na na) I wanna make up right now (na na) Wish we never broke up right now (na na). We need to link up right now (na na) I wanna make up right now (na na) I wanna make up right now (na na) Wish we never broke up right now (na na) We need to link up right now (na na). I want you to fly with me (want you to fly) I miss how you lie with me (miss how you lie) Just wish you could dine with me (wish you could dine with me) The one that'll grind with me (said, one that'll grind with me) I want you to fly with me (want you to fly) I miss how you lie with me (oh, miss how you lie) Just wish you could dine with me (wish you could dine) The one that'll grind with me (oh, one that'll grind) Yeah! I wanna make up right now (na na) I wanna make up right now (na na) (make up) (oh) Wish we never broke up right now (na na) We need to link up right now (na na) (link up, baby) I wanna make up right now (na na) I wanna make up right now (na na) I wish we never broke up right now (na na) We need to link up right now (na na) (make up)",2606,en,
Rock,https://www.metrolyrics.com/rock-lyrics-akon.html,akon,"I know you don't really want me to make it I know you hate the fact that I'm so fly And I see you like what you see and want to take it I know you really don't wanna die So come on and rock, come on and rock You don't want anything to be your pain So come on and rock, come on and rock You got more to lose than you got to gain. I'm trying to understand the reason why you wanna hate Akon Feel the beat, can't stop now You trying to get in the way to make a nigga straight slow down But you know we won't stop now What about the crooked cops? What about the liquor shops? What about the things we do when it comes to holding down the block? What about the fake ass hoes? What about them with no clothes? What about they'll do anything that you want them just show them the doe? No matter where we go There's no one above me Akon and Filapine We running the country I know you want to see it But you can't control us So take my advice. If you can't beat us, then join us. I know you don't really want me to make it I know you hate the fact that I'm so fly And I see you like what you see and want to take it I know you really don't wanna die So come on and rock, come on and rock You don't want anything to be your pain. So come on and rock, come on and rock You got more to lose than you got to gain. I know they hating on me Calm when it's plain to see My enemy is close, used to be my friends Don't know what to do, the murder's grave to me But it's OK, I know I got it Then you can see my style Asiatic, do it like nobody ever did I'm crunk, singing, riding in my car Doing what I like and I don't care what they say Don't know why they hate like that Tell me why they hate like that I see them through my window Trying to take everything I got. I can see it in your eyes I'm dancing on your mind Well come round with me motherfucker can we do or die. I know you don't really want me to make it I know you hate the fact that I'm so fly And I see you like what you see and want to take it I know you really don't wanna die. So come on and rock, come on and rock You don't want anything to be your pain So come on and rock, come on and rock You got more to lose than you got to gain. Yeah I know I know I know they hatin me But I see they try to take everything I got. I see I see I see it in your eyes they feel like they mess with me Imma bring a bit No no no no they're playin jealousy, envy but to show i'm gonna make it yeah. I know you don't really want me to make it I know you hate the fact that I'm so fly. And I see you like what you see and want to take it I know you really don't wanna die So come on and rock, come on and rock You don't want anything to be your pain So come on and rock, come on and rock You got more to lose than you got to gain. I know you don't really want me to make it I know you hate the fact that I'm so fly And I see you like what you see and want to take it I know you really don't wanna die So come on and rock, come on and rock You don't want anything to be your pain So come on and rock, come on and poop You got more to lose than you got to gain",3089,en,
Run Away,https://www.metrolyrics.com/run-away-lyrics-akon.html,akon,"I always wanted you by my side I felt you we're my guide The one who showed me what's right. I used to think that you we're my light And trusted in your smile But now you have decide. Runaway, runaway, runaway Searching everyday, try to find your way Runaway, runaway, runaway Wanna find you, oh baby wanna Runaway, runaway, runaway Everything is grey, miss you more each day Runaway, runaway, runaway I will find you, you'll never runaway. I always wanted you by my side I felt you we're my guide The one who show me what's right. I used to think that you we're my light And trusted in your smile. But now you have decide. Runaway, runaway, runaway Searching everyday, try to find your way Runaway, runaway, runaway Wanna find you, oh baby wanna Runaway, runaway, runaway Everything is grey, miss you more each day Runaway, runaway, runaway I will find you, you'll never runaway. I'm running now, I'm running away Searching for, searching for your smile Every hour I'm looking for you I'm looking for away, I'm looking for you. Runaway, runaway, runaway Searching everyday, try to find your way Runaway, runaway, runaway Wanna find you, oh baby wanna Runawaaaaay (Searching everyday, try to find your way) Oh baby, baby ... runawaaay Search",1241,en,
Rush,https://www.metrolyrics.com/rush-lyrics-akon.html,akon,"Hey, upfront, Konvict Hey, ooh, yeah. I gotta find a way to get outta here I gotta find a way to get outta here This ain't the way that I wanna live, no This ain't the way, somethin' gotta give. In a rush, rush, gotta keep on movin' I'm in a rush, rush, gotta keep on movin' I'm in a rush, rush, gotta keep on movin', yeah I'm in a rush, rush, gotta keep on movin', yeah. 'Cause I find myself on the fast track side To life, drivin' me crazy In the hood daylight to night And you can find me grindin' daily. And it ain't gon' change as long as we gettin' money Keep the same mind frame Same hood, betta pop that thang Same big whip on the block, same fly dame. Wit my lady just rollin' With the sunshine and the wind blowin' Gotta keep my mind cleared from all this crime Hopefully one day learn from it, but. I gotta find a way to get outta here I gotta find a way to get outta here This ain't the way that I wanna live, no This ain't the way, somethin' gotta give. In a rush, rush, gotta keep on movin' I'm in a rush, rush, gotta keep on movin' I'm in a rush, rush, gotta keep on movin', yeah I'm in a rush, rush, gotta keep on movin', yeah. Girl, it's like I can't see the sun Six in the mornin' I'm still on the run Day to the night rushin' around town Tryin' to get this done for the case come down. Gotta feed my fate, face to face With no place to race except straight I can feel them close on my heels Gotta keep goin' so I'm takin' the wheel. Tryin' to outrun my fears, outrun my peers Outrun the killers and escape them years Yet again, so I take out my pen and say If you find this letter, please pray for me. I gotta find a way to get outta here I gotta find a way to get outta here This ain't the way that I wanna live, no This ain't the way, somethin' gotta give. In a rush, rush, gotta keep on movin' I'm in a rush, rush, gotta keep on movin' I'm in a rush, rush, gotta keep on movin', yeah I'm in a rush, rush, gotta keep on movin', yeah. Now can you picture me Growin' up on the bad side of town Where them outlaws are hangin' out All them women get down. Where cash money's the only answer To problems around And if ya missin' your people Most likely they underground?. This cruel world, this cruel world Gotta leave this town forever Break away and just start early. I gotta find a way to get outta here I gotta find a way to get outta here This ain't the way that I wanna live, no This ain't the way, somethin' gotta give. In a rush, rush, gotta keep on movin' I'm in a rush, rush, gotta keep on movin' I'm in a rush, rush, gotta keep on movin', yeah I'm in a rush, rush, gotta keep on movin', yeah",2618,en,
Saddest Day,https://www.metrolyrics.com/saddest-day-lyrics-akon.html,akon,Verse 1: Going crazy Heart Is breaking I... can't... sleep at all Tryna get through this Dont know how i'll do this I.know... that I only got myself to blame (only got myself to blame) But that doesn't help to ease the pain (doesn't help to ease the pain) Ill just die if i cant see her face. Chorus:  Until ya come back I cant breath Until ya come back I got no reason  got my heart my heart down on its knee's I still need you beside me.... Verse 2: Now its morning Your still gone and I... still... reach for you (still reach for you) Don't know how to Live with out you I... wish... i can take back all the hurt i cause If I can Take back all the love i lost My pain is just took higher because Yeah Chorus . End: Pleaseeeee... forgive me Let me have One more chance In your life Till your with me Ill be Half alive Until ya come back. Chorus. Cause I need you beside me...,877,en,
Salute 100 Ya'll,https://www.metrolyrics.com/salute-100-yall-lyrics-akon.html,akon,"100 if you're real, y'all. This for my squad, my hood, my street, my city My real niggas all across the world, fuck with me yeah Salute salute 100 y'all Salute salute 100 y'all My young niggas, to the old G's Never said a word to the police 100 if you're real, y'all I said 100 if you're real, y'all. I'm 100, go in, let's speak on it Church nigga, I preach on it Up in and got bleach on it Same nigga I start with Up the good and ain't toped it Same niggas that I comes with Drip sting and they heartless And while you're playin' ball try to G up I'm with Tyger Woods, playin' golf tryna T up Find me at the crib with my feet up My niggas on the block, off the corners swimmin' we up It's for the hood and everybody in make it It's paper out back, if you don't want it I'll take it Yea, if you don't want it I'll take it Paper in the hood, if you don't want it I'll take it. For my squad, my hood, my street, my city My real niggas all across the world, fuck with me yeah Salute salute 100 y'all Salute salute 100 y'all My young niggas, to the old G's Never said a word to the police 100 if you're real, y'all I said 100 if you're real, y'all. I've been there and I done that and I still pop my guns My Louie blue and my ride blue and I'm always one hun My top down and my lokes on, any block that I post on Go and get my west coast on Louie dope but my toast on Bitch came and put my folks on Guess what. Clubbin' Every time I hit the city they screamin' out we love 'I'm All the real niggas who love real niggas Not a hate bone in my body In every state that I touchdown, real niggas they got me It's all in my talk, it's all in my walk It's in me, not on me It's something that can't be taught I'm a real nigga that do real shit Kill't niggas I didn't kill't with You talk about it then be about it Half of y'all ain't built for this. This for my squad, my hood, my street, my city My real niggas all across the world, fuck with me yeah Salute salute 100 y'all Salute salute 100 y'all My young niggas (young niggas), to the old G's (old G's) Never said a word to the police (never) 100 if you're real, y'all (100) I said 100 if you're real, y'all. Start salutin' Your director's here, start the movie I yell action, it's young niggas that start the shootin' I had a dream that I'll be rich, call me Martin Lutty Cause bein' broke was immature were the bunkers Houston For the top dog wants was the underdog Somethin' shinin' where they came from beat it on the folk 100 dawg, you can't stomach those 100 bottles last night, now they come to blogs 1 nation under God, now here come the feds Raid 'em choppers, ray down, they should come with beds You ain't with a real nigga then who are you with? He ridin' with a fake nigga, see how far you get. This for my squad, my hood, my street, my city My real niggas all across the world, fuck with me yeah Salute salute 100 y'all Salute salute 100 y'all My young niggas, to the old G's Never said a word to the police 100 if you're real, y'all I said 100 if you're real, y'all",3023,en,
Samn Damn Time Remix,https://www.metrolyrics.com/samn-damn-time-remix-lyrics-akon.html,akon,"[Future] I wear Gucci, I wear Bally at the same damn time On the phone, cooking dope, at the same damn time Selling white, selling mid, at the same damn time Fucking 2 bad bitches at the same damn time At the same damn time, at the same damn time At the same damn time, at the same damn time I'm on Pluto I'm on Mars at the same damn time On the sofa, poppin' bottles at the same damn time. [Akon] I'm far with this shit, it's a lot going on at the same damn time right about now I put that on my bra, nigga this ain't nothin' new to me Rollie on my wrist, designer shoes and a Gucci treat Supermodel bitches and they frizz all in my bathroom'd up Team money said they like 'er, I said fuck it then I'm passin' up Got money to blow, I get it like I print it all A million at the show, ain't no way that I could spend it all Monday I be all up in my Lambo, cross me pocket chips Tuesday pull the Rrari up, say I'm on some floss 'n' shit Wednesday I'm confused, I don't know which car to head on with I want something new, I'm about to buy some other shit But I don't know which car to go in yea I said fuck it, went and bought a lil' jet. [Future] I wear Gucci, I wear Bally at the same damn time On the phone, cooking dope, at the same damn time Selling white, selling mid, at the same damn time Fucking 2 bad bitches at the same damn time At the same damn time, at the same damn time At the same damn time, at the same damn time I'm on Pluto I'm on Mars at the same damn time On the sofa, poppin' bottles at the same damn time. [Akon] I'm back up on my gunner shit, I fuck the bitch you comin' with No squares in my circle, not the niggas that I haller with God no, make no noise when I bust cause I muzzle it 1500 mill on the reel I'm tryna double it Fuck 'em with my diamond shine, fresh up off that diamond mine Niggas come and get you like they propin' up in columbine Columbine, propin' up in columbine You don't want no problem, where I'm from they do this all the time And you don't wanna gamble with your life Like the chalk up on that sidewalk, my whips are all white Crib is all white and that jewelry so bright Multitask with this pimpin', we could do this all night. [Future] I wear Gucci, I wear Bally at the same damn time On the phone, cooking dope, at the same damn time Selling white, selling mid, at the same damn time Fucking 2 bad bitches at the same damn time At the same damn time, at the same damn time At the same damn time, at the same damn time I'm on Pluto I'm on Mars at the same damn time On the sofa, poppin' bottles at the same damn time",2569,en,
Say Goodbye To Yesterday,https://www.metrolyrics.com/say-goodbye-to-yesterday-lyrics-akon.html,akon,Let this be the night that you will want to last forever Let this be the moment in your life you will always treasure Just say goodbye to yesterday Say goodbye to yesterday yesterday Oooo oooo ooooo ooooo We came to rock we came to rock We came to rock we came to rock Let me hear you ooo ooooo oooo Now break it down let this be the night that you will want to last forever Let this be the moment in your life you will always treasure Just say goodbye to yesterday Say goodbye to yesterday yesterday Oooo oooo ooooo ooooo. We came to rock we came to rock We came to rock we came to rock Oo oo put your hands up Said put your hands up Put your hands up Put your hands up Everybody let this be the night that you will want to last forever Let this be the moment in your life you will always treasure Just say goodbye to yesterday Say goodbye to yesterday yesterday Oooo oooo ooooo ooooo We came to rock we came to rock We came to rock we came to rock Oo oo put your hands up Now break it down,991,en,
